Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Survey_suite_model,Chrome 148.0.7778.168,,,19-05-2026 11:18:13,19-05-2026 11:19:15,1m - 2.114s,PASSED
,,,,,,,
Test Cases/Login/Login with Invalid Credentials_Wrong Password,Chrome 148.0.7778.168,,,19-05-2026 11:18:14,19-05-2026 11:18:40,26.005s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 11:18:15,19-05-2026 11:18:25,10.011s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:25,19-05-2026 11:18:26,0.718s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 11:18:26,19-05-2026 11:18:33,6.460s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:33,19-05-2026 11:18:34,1.405s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:34,19-05-2026 11:18:37,2.570s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:37,19-05-2026 11:18:38,1.419s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""4nvbrPglk7k="")",Chrome 148.0.7778.168,,,19-05-2026 11:18:38,19-05-2026 11:18:39,0.803s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 11:18:39,19-05-2026 11:18:40,0.728s,PASSED
,,,,,,,
Test Cases/Login/Login With Valid Credentials,Chrome 148.0.7778.168,,,19-05-2026 11:18:40,19-05-2026 11:18:56,15.970s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 11:18:40,19-05-2026 11:18:45,5.228s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:45,19-05-2026 11:18:46,1.182s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 11:18:46,19-05-2026 11:18:50,3.809s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:50,19-05-2026 11:18:51,1.014s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:51,19-05-2026 11:18:53,1.794s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 11:18:53,19-05-2026 11:18:54,1.251s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.168,,,19-05-2026 11:18:54,19-05-2026 11:18:55,0.713s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 11:18:55,19-05-2026 11:18:56,0.629s,PASSED
,,,,,,,
Test Cases/Login/Login with Invalid Credentials_ Empty Username,Chrome 148.0.7778.168,,,19-05-2026 11:18:56,19-05-2026 11:19:14,18.652s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 11:18:56,19-05-2026 11:19:00,3.651s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 11:19:00,19-05-2026 11:19:01,1.345s,PASSED
"click(findTestObject(""Page_1Government Login/input_Enter your MDA""))",Chrome 148.0.7778.168,,,19-05-2026 11:19:01,19-05-2026 11:19:02,1.098s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 11:19:02,19-05-2026 11:19:03,1.248s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.168,,,19-05-2026 11:19:03,19-05-2026 11:19:04,0.716s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 11:19:04,19-05-2026 11:19:14,10.246s,PASSED
