Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Survey_suite_model,Chrome 148.0.7778.179,,,27-05-2026 08:07:33,27-05-2026 08:17:39,10m - 6.228s,FAILED
,,,,,,,
Test Cases/Authentication/TC_Login,Chrome 148.0.7778.179,,,27-05-2026 08:07:33,27-05-2026 08:07:48,14.052s,PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,27-05-2026 08:07:34,27-05-2026 08:07:42,7.241s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.179,,,27-05-2026 08:07:42,27-05-2026 08:07:43,0.917s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.179,,,27-05-2026 08:07:43,27-05-2026 08:07:45,2.900s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.179,,,27-05-2026 08:07:45,27-05-2026 08:07:46,0.933s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.179,,,27-05-2026 08:07:46,27-05-2026 08:07:47,0.574s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.179,,,27-05-2026 08:07:47,27-05-2026 08:07:48,0.578s,PASSED
,,,,,,,
Test Cases/Navigation/TC_Open_Task_Module,Chrome 148.0.7778.179,,,27-05-2026 08:07:48,27-05-2026 08:07:56,7.999s,PASSED
"click(findTestObject(""Page_1Gov/p_Automate Government MDAs critical operations,""))",Chrome 148.0.7778.179,,,27-05-2026 08:07:48,27-05-2026 08:07:56,7.873s,PASSED
,,,,,,,
Test Cases/Setup/TC_Create_Task,Chrome 148.0.7778.179,,,27-05-2026 08:07:56,27-05-2026 08:08:32,36.066s,PASSED
"navigateToUrl(""https://govtest.convergenceondemand.com/wfm/index.php?r=workOrder#active-tickets"")",Chrome 148.0.7778.179,,,27-05-2026 08:07:56,27-05-2026 08:07:56,0.034s,PASSED
delay(5),Chrome 148.0.7778.179,,,27-05-2026 08:07:56,27-05-2026 08:08:01,5.085s,PASSED
maximizeWindow(),Chrome 148.0.7778.179,// Maximize Browser,,27-05-2026 08:08:01,27-05-2026 08:08:01,0.289s,PASSED
"click(findTestObject(""Page_Work Order  Index- Workforce Manager/a_Create Task""))",Chrome 148.0.7778.179,,,27-05-2026 08:08:01,27-05-2026 08:08:04,2.189s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue""))",Chrome 148.0.7778.179,,,27-05-2026 08:08:04,27-05-2026 08:08:07,3.417s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Search""), ""aut"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:07,27-05-2026 08:08:09,1.446s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/a_TEST AUTOMATION""))",Chrome 148.0.7778.179,,,27-05-2026 08:08:09,27-05-2026 08:08:09,0.886s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue Type""))",Chrome 148.0.7778.179,,,27-05-2026 08:08:09,27-05-2026 08:08:12,2.440s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Automated Testing""))",Chrome 148.0.7778.179,,,27-05-2026 08:08:12,27-05-2026 08:08:13,0.742s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Task Title _""), ""TEST AUTOMATION 10028791"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:13,27-05-2026 08:08:16,3.237s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/textarea_Description""), ""Smoke Test"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:16,27-05-2026 08:08:17,1.663s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input First Name""), ""Mr"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:18,27-05-2026 08:08:20,2.208s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Last Name""), ""Adekola"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:20,27-05-2026 08:08:21,1.191s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Phone Number""), ""Cole"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:21,27-05-2026 08:08:22,1.183s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Email Address""), ""testautomation@cicod.com"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:22,27-05-2026 08:08:23,0.994s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_house_no""), ""45b"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:23,27-05-2026 08:08:24,0.974s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_street""), ""Admiralty Way"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:24,27-05-2026 08:08:25,0.833s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_AngolaCameroonCongoEthopiaNigeriaSouth Af""), ""Nigeria"", false)",Chrome 148.0.7778.179,,,27-05-2026 08:08:25,27-05-2026 08:08:26,0.746s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_Select StateAbiaAbujaAdamawaAkwa IbomAnam""), ""Lagos"", false)",Chrome 148.0.7778.179,,,27-05-2026 08:08:26,27-05-2026 08:08:26,0.758s,PASSED
"switchToWindowTitle(""Work Order | Create- Workforce Manager"")",Chrome 148.0.7778.179,,,27-05-2026 08:08:26,27-05-2026 08:08:26,0.093s,PASSED
