Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Survey_suite_model,Chrome 148.0.7778.179,,,28-05-2026 12:05:43,28-05-2026 12:13:10,7m - 26.913s,PASSED
,,,,,,,
Test Cases/Authentication/TC_Login,Chrome 148.0.7778.179,,,28-05-2026 12:05:43,28-05-2026 12:05:54,10.371s,PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,28-05-2026 12:05:44,28-05-2026 12:05:50,5.547s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.179,,,28-05-2026 12:05:50,28-05-2026 12:05:51,0.963s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.179,,,28-05-2026 12:05:51,28-05-2026 12:05:52,1.383s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.179,,,28-05-2026 12:05:52,28-05-2026 12:05:53,0.820s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.179,,,28-05-2026 12:05:53,28-05-2026 12:05:53,0.472s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.179,,,28-05-2026 12:05:53,28-05-2026 12:05:54,0.412s,PASSED
,,,,,,,
Test Cases/Navigation/TC_Open_Task_Module,Chrome 148.0.7778.179,,,28-05-2026 12:05:54,28-05-2026 12:05:59,5.077s,PASSED
"click(findTestObject(""Page_1Gov/p_Automate Government MDAs critical operations,""))",Chrome 148.0.7778.179,,,28-05-2026 12:05:54,28-05-2026 12:05:59,4.972s,PASSED
,,,,,,,
Test Cases/Setup/TC_Create_Task,Chrome 148.0.7778.179,,,28-05-2026 12:05:59,28-05-2026 12:06:29,30.419s,PASSED
"navigateToUrl(""https://govtest.convergenceondemand.com/wfm/index.php?r=workOrder#active-tickets"")",Chrome 148.0.7778.179,,,28-05-2026 12:05:59,28-05-2026 12:05:59,0.024s,PASSED
delay(5),Chrome 148.0.7778.179,,,28-05-2026 12:05:59,28-05-2026 12:06:04,5.075s,PASSED
maximizeWindow(),Chrome 148.0.7778.179,// Maximize Browser,,28-05-2026 12:06:04,28-05-2026 12:06:05,0.349s,PASSED
"click(findTestObject(""Page_Work Order  Index- Workforce Manager/a_Create Task""))",Chrome 148.0.7778.179,,,28-05-2026 12:06:05,28-05-2026 12:06:07,2.089s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue""))",Chrome 148.0.7778.179,,,28-05-2026 12:06:07,28-05-2026 12:06:10,2.773s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Search""), ""aut"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:10,28-05-2026 12:06:11,1.075s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/a_TEST AUTOMATION""))",Chrome 148.0.7778.179,,,28-05-2026 12:06:11,28-05-2026 12:06:11,0.396s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue Type""))",Chrome 148.0.7778.179,,,28-05-2026 12:06:11,28-05-2026 12:06:14,2.585s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Automated Testing""))",Chrome 148.0.7778.179,,,28-05-2026 12:06:14,28-05-2026 12:06:14,0.422s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Task Title _""), ""TEST AUTOMATION 10028791"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:14,28-05-2026 12:06:17,2.666s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/textarea_Description""), ""Smoke Test"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:17,28-05-2026 12:06:17,0.763s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input First Name""), ""Mr"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:17,28-05-2026 12:06:18,0.870s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Last Name""), ""Adekola"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:18,28-05-2026 12:06:19,0.939s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Phone Number""), ""Cole"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:19,28-05-2026 12:06:20,0.928s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Email Address""), ""testautomation@cicod.com"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:20,28-05-2026 12:06:21,0.998s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_house_no""), ""45b"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:21,28-05-2026 12:06:22,0.887s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_street""), ""Admiralty Way"")",Chrome 148.0.7778.179,,,28-05-2026 12:06:22,28-05-2026 12:06:23,0.877s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_AngolaCameroonCongoEthopiaNigeriaSouth Af""), ""Nigeria"", false)",Chrome 148.0.7778.179,,,28-05-2026 12:06:23,28-05-2026 12:06:24,0.810s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_Select StateAbiaAbujaAdamawaAkwa IbomAnam""), ""Lagos"", false)",Chrome 148.0.7778.179,,,28-05-2026 12:06:24,28-05-2026 12:06:24,0.701s,PASSED
