Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Survey_suite_model,Chrome 148.0.7778.168,,,19-05-2026 08:33:40,19-05-2026 08:35:52,2m - 11.572s,PASSED
,,,,,,,
Test Cases/Login/Login with Invalid Credentials_Wrong Password,Chrome 148.0.7778.168,,,19-05-2026 08:33:41,19-05-2026 08:34:40,58.749s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 08:33:42,19-05-2026 08:33:52,10.433s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 08:33:52,19-05-2026 08:33:55,2.134s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 08:33:55,19-05-2026 08:34:30,35.951s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:30,19-05-2026 08:34:32,1.188s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:32,19-05-2026 08:34:35,2.962s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:35,19-05-2026 08:34:37,2.275s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""4nvbrPglk7k="")",Chrome 148.0.7778.168,,,19-05-2026 08:34:37,19-05-2026 08:34:38,0.847s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 08:34:38,19-05-2026 08:34:40,1.949s,PASSED
,,,,,,,
Test Cases/Login/Login With Valid Credentials,Chrome 148.0.7778.168,,,19-05-2026 08:34:40,19-05-2026 08:35:03,23.080s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 08:34:40,19-05-2026 08:34:44,3.674s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:44,19-05-2026 08:34:45,1.221s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 08:34:45,19-05-2026 08:34:48,3.312s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:48,19-05-2026 08:34:56,7.783s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:56,19-05-2026 08:34:58,1.706s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 08:34:58,19-05-2026 08:35:01,3.619s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.168,,,19-05-2026 08:35:01,19-05-2026 08:35:02,0.869s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 08:35:02,19-05-2026 08:35:03,0.536s,PASSED
,,,,,,,
Test Cases/Login/Login with Invalid Credentials_ Empty Username,Chrome 148.0.7778.168,,,19-05-2026 08:35:03,19-05-2026 08:35:50,47.043s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,19-05-2026 08:35:03,19-05-2026 08:35:36,33.176s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.168,,,19-05-2026 08:35:36,19-05-2026 08:35:37,0.364s,PASSED
"click(findTestObject(""Page_1Government Login/input_Enter your MDA""))",Chrome 148.0.7778.168,,,19-05-2026 08:35:37,19-05-2026 08:35:38,1.398s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.168,,,19-05-2026 08:35:38,19-05-2026 08:35:39,1.086s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.168,,,19-05-2026 08:35:39,19-05-2026 08:35:40,0.554s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.168,,,19-05-2026 08:35:40,19-05-2026 08:35:50,10.187s,PASSED
