Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Survey_suite_model,Chrome 148.0.7778.179,,,26-05-2026 22:20:21,26-05-2026 22:27:36,7m - 14.609s,PASSED
,,,,,,,
Test Cases/Authentication/TC_Login,Chrome 148.0.7778.179,,,26-05-2026 22:20:23,26-05-2026 22:20:46,23.334s,PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,26-05-2026 22:20:25,26-05-2026 22:20:38,12.775s,PASSED
"navigateToUrl(""https://convergenceondemand.com/login"")",Chrome 148.0.7778.179,,,26-05-2026 22:20:38,26-05-2026 22:20:39,0.933s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter your MDA""), ""govtest"")",Chrome 148.0.7778.179,,,26-05-2026 22:20:39,26-05-2026 22:20:42,3.417s,PASSED
"setText(findTestObject(""Page_1Government Login/input_Enter Email""), ""apisupport@cicod.com"")",Chrome 148.0.7778.179,,,26-05-2026 22:20:42,26-05-2026 22:20:44,1.738s,PASSED
"setEncryptedText(findTestObject(""Page_1Government Login/input_Enter password""), ""9zJdpvfgkgtFa8MQRHGI0w=="")",Chrome 148.0.7778.179,,,26-05-2026 22:20:44,26-05-2026 22:20:45,1.243s,PASSED
"click(findTestObject(""Page_1Government Login/button_Login""))",Chrome 148.0.7778.179,,,26-05-2026 22:20:45,26-05-2026 22:20:46,0.945s,PASSED
,,,,,,,
Test Cases/Navigation/TC_Open_Task_Module,Chrome 148.0.7778.179,,,26-05-2026 22:20:46,26-05-2026 22:21:48,1m - 2.097s,PASSED
"click(findTestObject(""Page_1Gov/p_Automate Government MDAs critical operations,""))",Chrome 148.0.7778.179,,,26-05-2026 22:20:46,26-05-2026 22:21:48,1m - 1.765s,PASSED
,,,,,,,
Test Cases/Setup/TC_Create_Task,Chrome 148.0.7778.179,,,26-05-2026 22:21:48,26-05-2026 22:22:40,51.709s,PASSED
"navigateToUrl(""https://govtest.convergenceondemand.com/wfm/index.php?r=workOrder#active-tickets"")",Chrome 148.0.7778.179,,,26-05-2026 22:21:49,26-05-2026 22:21:49,0.057s,PASSED
delay(5),Chrome 148.0.7778.179,,,26-05-2026 22:21:49,26-05-2026 22:21:54,5.160s,PASSED
maximizeWindow(),Chrome 148.0.7778.179,// Maximize Browser,,26-05-2026 22:21:54,26-05-2026 22:21:55,0.739s,PASSED
"click(findTestObject(""Page_Work Order  Index- Workforce Manager/a_Create Task""))",Chrome 148.0.7778.179,,,26-05-2026 22:21:55,26-05-2026 22:22:00,5.201s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:00,26-05-2026 22:22:08,7.634s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Search""), ""aut"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:08,26-05-2026 22:22:09,1.358s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/a_TEST AUTOMATION""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:09,26-05-2026 22:22:10,0.769s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Select Queue Type""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:10,26-05-2026 22:22:15,5.575s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/span_Automated Testing""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:15,26-05-2026 22:22:16,0.828s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Task Title _""), ""TEST AUTOMATION 10028791"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:16,26-05-2026 22:22:21,5.150s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/textarea_Description""), ""Smoke Test"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:21,26-05-2026 22:22:23,1.416s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input First Name""), ""Mr"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:23,26-05-2026 22:22:24,1.319s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Last Name""), ""Adekola"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:24,26-05-2026 22:22:25,1.164s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Phone Number""), ""Cole"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:25,26-05-2026 22:22:26,1.232s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Input Email Address""), ""testautomation@cicod.com"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:26,26-05-2026 22:22:28,1.278s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_house_no""), ""45b"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:28,26-05-2026 22:22:29,1.319s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_street""), ""Admiralty Way"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:29,26-05-2026 22:22:30,1.233s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_AngolaCameroonCongoEthopiaNigeriaSouth Af""), ""Nigeria"", false)",Chrome 148.0.7778.179,,,26-05-2026 22:22:30,26-05-2026 22:22:31,1.113s,PASSED
"selectOptionByValue(findTestObject(""Page_Work Order  Create- Workforce Manager/select_Select StateAbiaAbujaAdamawaAkwa IbomAnam""), ""Lagos"", false)",Chrome 148.0.7778.179,,,26-05-2026 22:22:31,26-05-2026 22:22:32,0.936s,PASSED
"switchToWindowTitle(""Work Order | Create- Workforce Manager"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:32,26-05-2026 22:22:32,0.143s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/input_optionsRadios1""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:32,26-05-2026 22:22:33,0.718s,PASSED
"click(findTestObject(""Page_Work Order  Create- Workforce Manager/input_optionsChecks1""))",Chrome 148.0.7778.179,,,26-05-2026 22:22:33,26-05-2026 22:22:34,0.751s,PASSED
"setText(findTestObject(""Page_Work Order  Create- Workforce Manager/input_Select Date""), ""2026-05-20"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:34,26-05-2026 22:22:35,1.263s,PASSED
"filePath = getProjectDir() + ""/Include/test-files/data_backup.png""",Chrome 148.0.7778.179,,,26-05-2026 22:22:35,26-05-2026 22:22:35,0.038s,PASSED
assert File(filePath).exists(),Chrome 148.0.7778.179,,,26-05-2026 22:22:35,26-05-2026 22:22:35,0.067s,PASSED
"uploadObj = findTestObject(""Page_Work Order  Create- Workforce Manager/input_take-photo-input-selected_file"")",Chrome 148.0.7778.179,,,26-05-2026 22:22:35,26-05-2026 22:22:35,0.029s,PASSED
"waitForElementPresent(uploadObj, 10)",Chrome 148.0.7778.179,,,26-05-2026 22:22:35,26-05-2026 22:22:36,0.398s,PASSED
"uploadFile(uploadObj, filePath)",Chrome 148.0.7778.179,,,26-05-2026 22:22:36,26-05-2026 22:22:36,0.517s,PASSED
